GEN_TP_FUELS_1	GEN_TP_FUELS_2	GEN_TP_FUELS_3	GenFuelUseRate
Oahu_AES	2020022312	Diesel	0.0
Oahu_AES	2020022312	LNG	0.0
Oahu_AES	2020022312	LSFO	0.0
Oahu_AES	2020022312	Pellet-Biomass	0.0
Oahu_AES	2020022314	Biodiesel	0.0
Oahu_AES	2020022314	Coal	3119.427
Oahu_AES	2020022314	Diesel	0.0
Oahu_AES	2020022314	LNG	0.0
Oahu_AES	2020022314	LSFO	0.0
Oahu_AES	2020022314	Pellet-Biomass	0.0
Oahu_AES	2020022316	Biodiesel	0.0
Oahu_AES	2020022316	Coal	3119.427
Oahu_AES	2020022316	Diesel	0.0
Oahu_AES	2020022316	LNG	0.0
Oahu_AES	2020022316	LSFO	0.0
Oahu_AES	2020022316	Pellet-Biomass	0.0
Oahu_AES	2020022318	Biodiesel	0.0
Oahu_AES	2020022318	Coal	3119.427
Oahu_AES	2020022318	Diesel	0.0
Oahu_AES	2020022318	LNG	0.0
Oahu_AES	2020022318	LSFO	0.0
Oahu_AES	2020022318	Pellet-Biomass	0.0
Oahu_AES	2020022320	Biodiesel	0.0
Oahu_AES	2020022320	Coal	3119.427
Oahu_AES	2020022320	Diesel	0.0
Oahu_AES	2020022320	LNG	0.0
Oahu_AES	2020022320	LSFO	0.0
Oahu_AES	2020022320	Pellet-Biomass	0.0
Oahu_AES	2020022322	Biodiesel	0.0
Oahu_AES	2020022322	Coal	3119.427
Oahu_AES	2020022322	Diesel	0.0
Oahu_AES	2020022322	LNG	0.0
Oahu_AES	2020022322	LSFO	0.0
Oahu_AES	2020022322	Pellet-Biomass	0.0
Oahu_AES	2020032300	Biodiesel	0.0
Oahu_AES	2020032300	Coal	1284.7
Oahu_AES	2020032300	Diesel	0.0
Oahu_AES	2020032300	LNG	0.0
Oahu_AES	2020032300	LSFO	0.0
Oahu_AES	2020032300	Pellet-Biomass	0.0
Oahu_AES	2020032302	Biodiesel	0.0
Oahu_AES	2020032302	Coal	1426.06240261
Oahu_AES	2020032302	Diesel	0.0
Oahu_AES	2020032302	LNG	0.0
Oahu_AES	2020032302	LSFO	0.0
Oahu_AES	2020032302	Pellet-Biomass	0.0
Oahu_AES	2020032304	Biodiesel	0.0
Oahu_AES	2020032304	Coal	1537.01969514
Oahu_AES	2020032304	Diesel	0.0
Oahu_AES	2020032304	LNG	0.0
Oahu_AES	2020032304	LSFO	0.0
Oahu_AES	2020032304	Pellet-Biomass	0.0
Oahu_AES	2020032306	Biodiesel	0.0
Oahu_AES	2020032306	Coal	1750.9475
Oahu_AES	2020032306	Diesel	0.0
Oahu_AES	2020032306	LNG	0.0
Oahu_AES	2020032306	LSFO	0.0
Oahu_AES	2020032306	Pellet-Biomass	0.0
Oahu_AES	2020032308	Biodiesel	0.0
Oahu_AES	2020032308	Coal	1750.9475
Oahu_AES	2020032308	Diesel	0.0
Oahu_AES	2020032308	LNG	0.0
Oahu_AES	2020032308	LSFO	0.0
Oahu_AES	2020032308	Pellet-Biomass	0.0
Oahu_AES	2020032310	Biodiesel	0.0
Oahu_AES	2020032310	Coal	1284.7
Oahu_AES	2020032310	Diesel	0.0
Oahu_AES	2020032310	LNG	0.0
Oahu_AES	2020032310	LSFO	0.0
Oahu_AES	2020032310	Pellet-Biomass	0.0
Oahu_AES	2020032312	Biodiesel	0.0
Oahu_AES	2020032312	Coal	1284.7
Oahu_AES	2020032312	Diesel	0.0
Oahu_AES	2020032312	LNG	0.0
Oahu_AES	2020032312	LSFO	0.0
Oahu_AES	2020032312	Pellet-Biomass	0.0
Oahu_AES	2020032314	Biodiesel	0.0
Oahu_AES	2020032314	Coal	1750.9475
Oahu_AES	2020032314	Diesel	0.0
Oahu_AES	2020032314	LNG	0.0
Oahu_AES	2020032314	LSFO	0.0
Oahu_AES	2020032314	Pellet-Biomass	0.0
Oahu_AES	2020032316	Biodiesel	0.0
Oahu_AES	2020032316	Coal	1750.9475
Oahu_AES	2020032316	Diesel	0.0
Oahu_AES	2020032316	LNG	0.0
Oahu_AES	2020032316	LSFO	0.0
Oahu_AES	2020032316	Pellet-Biomass	0.0
Oahu_AES	2020032318	Biodiesel	0.0
Oahu_AES	2020032318	Coal	3119.427
Oahu_AES	2020032318	Diesel	0.0
Oahu_AES	2020032318	LNG	0.0
Oahu_AES	2020032318	LSFO	0.0
Oahu_AES	2020032318	Pellet-Biomass	0.0
Oahu_AES	2020032320	Biodiesel	0.0
Oahu_AES	2020032320	Coal	3119.427
Oahu_AES	2020032320	Diesel	0.0
Oahu_AES	2020032320	LNG	0.0
Oahu_AES	2020032320	LSFO	0.0
Oahu_AES	2020032320	Pellet-Biomass	0.0
Oahu_AES	2020032322	Biodiesel	0.0
Oahu_AES	2020032322	Coal	3119.427
Oahu_AES	2020032322	Diesel	0.0
Oahu_AES	2020032322	LNG	0.0
Oahu_AES	2020032322	LSFO	0.0
Oahu_AES	2020032322	Pellet-Biomass	0.0
Oahu_AES	2020042300	Biodiesel	0.0
Oahu_AES	2020042300	Coal	3119.427
Oahu_AES	2020042300	Diesel	0.0
Oahu_AES	2020042300	LNG	0.0
Oahu_AES	2020042300	LSFO	0.0
Oahu_AES	2020042300	Pellet-Biomass	0.0
Oahu_AES	2020042302	Biodiesel	0.0
Oahu_AES	2020042302	Coal	3119.427
Oahu_AES	2020042302	Diesel	0.0
Oahu_AES	2020042302	LNG	0.0
Oahu_AES	2020042302	LSFO	0.0
Oahu_AES	2020042302	Pellet-Biomass	0.0
Oahu_AES	2020042304	Biodiesel	0.0
Oahu_AES	2020042304	Coal	3119.427
Oahu_AES	2020042304	Diesel	0.0
Oahu_AES	2020042304	LNG	0.0
Oahu_AES	2020042304	LSFO	0.0
Oahu_AES	2020042304	Pellet-Biomass	0.0
Oahu_AES	2020042306	Biodiesel	0.0
Oahu_AES	2020042306	Coal	3119.427
Oahu_AES	2020042306	Diesel	0.0
Oahu_AES	2020042306	LNG	0.0
Oahu_AES	2020042306	LSFO	0.0
Oahu_AES	2020042306	Pellet-Biomass	0.0
Oahu_AES	2020042308	Biodiesel	0.0
Oahu_AES	2020042308	Coal	3119.427
Oahu_AES	2020042308	Diesel	0.0
Oahu_AES	2020042308	LNG	0.0
Oahu_AES	2020042308	LSFO	0.0
Oahu_AES	2020042308	Pellet-Biomass	0.0
Oahu_AES	2020042310	Biodiesel	0.0
Oahu_AES	2020042310	Coal	3119.427
Oahu_AES	2020042310	Diesel	0.0
Oahu_AES	2020042310	LNG	0.0
Oahu_AES	2020042310	LSFO	0.0
Oahu_AES	2020042310	Pellet-Biomass	0.0
Oahu_AES	2020042312	Biodiesel	0.0
Oahu_AES	2020042312	Coal	3119.427
Oahu_AES	2020042312	Diesel	0.0
Oahu_AES	2020042312	LNG	0.0
Oahu_AES	2020042312	LSFO	0.0
Oahu_AES	2020042312	Pellet-Biomass	0.0
Oahu_AES	2020042314	Biodiesel	0.0
Oahu_AES	2020042314	Coal	3119.427
Oahu_AES	2020042314	Diesel	0.0
Oahu_AES	2020042314	LNG	0.0
Oahu_AES	2020042314	LSFO	0.0
Oahu_AES	2020042314	Pellet-Biomass	0.0
Oahu_AES	2020042316	Biodiesel	0.0
Oahu_AES	2020042316	Coal	3119.427
Oahu_AES	2020042316	Diesel	0.0
Oahu_AES	2020042316	LNG	0.0
Oahu_AES	2020042316	LSFO	0.0
Oahu_AES	2020042316	Pellet-Biomass	0.0
Oahu_AES	2020042318	Biodiesel	0.0
Oahu_AES	2020042318	Coal	3119.427
Oahu_AES	2020042318	Diesel	0.0
Oahu_AES	2020042318	LNG	0.0
Oahu_AES	2020042318	LSFO	0.0
Oahu_AES	2020042318	Pellet-Biomass	0.0
Oahu_AES	2020042320	Biodiesel	0.0
Oahu_AES	2020042320	Coal	3119.427
Oahu_AES	2020042320	Diesel	0.0
Oahu_AES	2020042320	LNG	0.0
Oahu_AES	2020042320	LSFO	0.0
Oahu_AES	2020042320	Pellet-Biomass	0.0
Oahu_AES	2020042322	Biodiesel	0.0
Oahu_AES	2020042322	Coal	3119.427
Oahu_AES	2020042322	Diesel	0.0
Oahu_AES	2020042322	LNG	0.0
Oahu_AES	2020042322	LSFO	0.0
Oahu_AES	2020042322	Pellet-Biomass	0.0
Oahu_AES	2020052300	Biodiesel	0.0
Oahu_AES	2020052300	Coal	3119.427
Oahu_AES	2020052300	Diesel	0.0
Oahu_AES	2020052300	LNG	0.0
Oahu_AES	2020052300	LSFO	0.0
Oahu_AES	2020052300	Pellet-Biomass	0.0
Oahu_AES	2020052302	Biodiesel	0.0
Oahu_AES	2020052302	Coal	3119.427
Oahu_AES	2020052302	Diesel	0.0
Oahu_AES	2020052302	LNG	0.0
Oahu_AES	2020052302	LSFO	0.0
Oahu_AES	2020052302	Pellet-Biomass	0.0
Oahu_AES	2020052304	Biodiesel	0.0
Oahu_AES	2020052304	Coal	3119.427
Oahu_AES	2020052304	Diesel	0.0
Oahu_AES	2020052304	LNG	0.0
Oahu_AES	2020052304	LSFO	0.0
Oahu_AES	2020052304	Pellet-Biomass	0.0
Oahu_AES	2020052306	Biodiesel	0.0
Oahu_AES	2020052306	Coal	3119.427
Oahu_AES	2020052306	Diesel	0.0
Oahu_AES	2020052306	LNG	0.0
Oahu_AES	2020052306	LSFO	0.0
Oahu_AES	2020052306	Pellet-Biomass	0.0
Oahu_AES	2020052308	Biodiesel	0.0
Oahu_AES	2020052308	Coal	3119.427
Oahu_AES	2020052308	Diesel	0.0
Oahu_AES	2020052308	LNG	0.0
Oahu_AES	2020052308	LSFO	0.0
Oahu_AES	2020052308	Pellet-Biomass	0.0
Oahu_AES	2020052310	Biodiesel	0.0
Oahu_AES	2020052310	Coal	3119.427
Oahu_AES	2020052310	Diesel	0.0
Oahu_AES	2020052310	LNG	0.0
Oahu_AES	2020052310	LSFO	0.0
Oahu_AES	2020052310	Pellet-Biomass	0.0
Oahu_AES	2020052312	Biodiesel	0.0
Oahu_AES	2020052312	Coal	3119.427
Oahu_AES	2020052312	Diesel	0.0
Oahu_AES	2020052312	LNG	0.0
Oahu_AES	2020052312	LSFO	0.0
Oahu_AES	2020052312	Pellet-Biomass	0.0
Oahu_AES	2020052314	Biodiesel	0.0
Oahu_AES	2020052314	Coal	3119.427
Oahu_AES	2020052314	Diesel	0.0
Oahu_AES	2020052314	LNG	0.0
Oahu_AES	2020052314	LSFO	0.0
Oahu_AES	2020052314	Pellet-Biomass	0.0
Oahu_AES	2020052316	Biodiesel	0.0
Oahu_AES	2020052316	Coal	3119.427
Oahu_AES	2020052316	Diesel	0.0
Oahu_AES	2020052316	LNG	0.0
Oahu_AES	2020052316	LSFO	0.0
Oahu_AES	2020052316	Pellet-Biomass	0.0
Oahu_AES	2020052318	Biodiesel	0.0
Oahu_AES	2020052318	Coal	3119.427
Oahu_AES	2020052318	Diesel	0.0
Oahu_AES	2020052318	LNG	0.0
Oahu_AES	2020052318	LSFO	0.0
Oahu_AES	2020052318	Pellet-Biomass	0.0
Oahu_AES	2020052320	Biodiesel	0.0
Oahu_AES	2020052320	Coal	3119.427
Oahu_AES	2020052320	Diesel	0.0
Oahu_AES	2020052320	LNG	0.0
Oahu_AES	2020052320	LSFO	0.0
Oahu_AES	2020052320	Pellet-Biomass	0.0
Oahu_AES	2020052322	Biodiesel	0.0
Oahu_AES	2020052322	Coal	3119.427
Oahu_AES	2020052322	Diesel	0.0
Oahu_AES	2020052322	LNG	0.0
Oahu_AES	2020052322	LSFO	0.0
Oahu_AES	2020052322	Pellet-Biomass	0.0
Oahu_AES	2020062300	Biodiesel	0.0
Oahu_AES	2020062300	Coal	3119.427
Oahu_AES	2020062300	Diesel	0.0
Oahu_AES	2020062300	LNG	0.0
Oahu_AES	2020062300	LSFO	0.0
Oahu_AES	2020062300	Pellet-Biomass	0.0
Oahu_AES	2020062302	Biodiesel	0.0
Oahu_AES	2020062302	Coal	3119.427
Oahu_AES	2020062302	Diesel	0.0
Oahu_AES	2020062302	LNG	0.0
Oahu_AES	2020062302	LSFO	0.0
Oahu_AES	2020062302	Pellet-Biomass	0.0
Oahu_AES	2020062304	Biodiesel	0.0
Oahu_AES	2020062304	Coal	3119.427
Oahu_AES	2020062304	Diesel	0.0
Oahu_AES	2020062304	LNG	0.0
Oahu_AES	2020062304	LSFO	0.0
Oahu_AES	2020062304	Pellet-Biomass	0.0
Oahu_AES	2020062306	Biodiesel	0.0
Oahu_AES	2020062306	Coal	3119.427
Oahu_AES	2020062306	Diesel	0.0
Oahu_AES	2020062306	LNG	0.0
Oahu_AES	2020062306	LSFO	0.0
Oahu_AES	2020062306	Pellet-Biomass	0.0
Oahu_AES	2020062308	Biodiesel	0.0
Oahu_AES	2020062308	Coal	3119.427
Oahu_AES	2020062308	Diesel	0.0
Oahu_AES	2020062308	LNG	0.0
Oahu_AES	2020062308	LSFO	0.0
Oahu_AES	2020062308	Pellet-Biomass	0.0
Oahu_AES	2020062310	Biodiesel	0.0
Oahu_AES	2020062310	Coal	3119.427
Oahu_AES	2020062310	Diesel	0.0
Oahu_AES	2020062310	LNG	0.0
Oahu_AES	2020062310	LSFO	0.0
Oahu_AES	2020062310	Pellet-Biomass	0.0
Oahu_AES	2020062312	Biodiesel	0.0
Oahu_AES	2020062312	Coal	3119.427
Oahu_AES	2020062312	Diesel	0.0
Oahu_AES	2020062312	LNG	0.0
Oahu_AES	2020062312	LSFO	0.0
Oahu_AES	2020062312	Pellet-Biomass	0.0
Oahu_AES	2020062314	Biodiesel	0.0
Oahu_AES	2020062314	Coal	3119.427
Oahu_AES	2020062314	Diesel	0.0
Oahu_AES	2020062314	LNG	0.0
Oahu_AES	2020062314	LSFO	0.0
Oahu_AES	2020062314	Pellet-Biomass	0.0
Oahu_AES	2020062316	Biodiesel	0.0
Oahu_AES	2020062316	Coal	3119.427
Oahu_AES	2020062316	Diesel	0.0
Oahu_AES	2020062316	LNG	0.0
Oahu_AES	2020062316	LSFO	0.0
Oahu_AES	2020062316	Pellet-Biomass	0.0
Oahu_AES	2020062318	Biodiesel	0.0
Oahu_AES	2020062318	Coal	3119.427
Oahu_AES	2020062318	Diesel	0.0
Oahu_AES	2020062318	LNG	0.0
Oahu_AES	2020062318	LSFO	0.0
Oahu_AES	2020062318	Pellet-Biomass	0.0
Oahu_AES	2020062320	Biodiesel	0.0
Oahu_AES	2020062320	Coal	3119.427
Oahu_AES	2020062320	Diesel	0.0
Oahu_AES	2020062320	LNG	0.0
Oahu_AES	2020062320	LSFO	0.0
Oahu_AES	2020062320	Pellet-Biomass	0.0
Oahu_AES	2020062322	Biodiesel	0.0
Oahu_AES	2020062322	Coal	3119.427
Oahu_AES	2020062322	Diesel	0.0
Oahu_AES	2020062322	LNG	0.0
Oahu_AES	2020062322	LSFO	0.0
Oahu_AES	2020062322	Pellet-Biomass	0.0
Oahu_AES	2020072300	Biodiesel	0.0
Oahu_AES	2020072300	Coal	3119.427
Oahu_AES	2020072300	Diesel	0.0
Oahu_AES	2020072300	LNG	0.0
Oahu_AES	2020072300	LSFO	0.0
Oahu_AES	2020072300	Pellet-Biomass	0.0
Oahu_AES	2020072302	Biodiesel	0.0
Oahu_AES	2020072302	Coal	3119.427
Oahu_AES	2020072302	Diesel	0.0
Oahu_AES	2020072302	LNG	0.0
Oahu_AES	2020072302	LSFO	0.0
Oahu_AES	2020072302	Pellet-Biomass	0.0
Oahu_AES	2020072304	Biodiesel	0.0
Oahu_AES	2020072304	Coal	3119.427
Oahu_AES	2020072304	Diesel	0.0
Oahu_AES	2020072304	LNG	0.0
Oahu_AES	2020072304	LSFO	0.0
Oahu_AES	2020072304	Pellet-Biomass	0.0
Oahu_AES	2020072306	Biodiesel	0.0
Oahu_AES	2020072306	Coal	3119.427
Oahu_AES	2020072306	Diesel	0.0
Oahu_AES	2020072306	LNG	0.0
Oahu_AES	2020072306	LSFO	0.0
Oahu_AES	2020072306	Pellet-Biomass	0.0
Oahu_AES	2020072308	Biodiesel	0.0
Oahu_AES	2020072308	Coal	3119.427
Oahu_AES	2020072308	Diesel	0.0
Oahu_AES	2020072308	LNG	0.0
Oahu_AES	2020072308	LSFO	0.0
Oahu_AES	2020072308	Pellet-Biomass	0.0
Oahu_AES	2020072310	Biodiesel	0.0
Oahu_AES	2020072310	Coal	3119.427
Oahu_AES	2020072310	Diesel	0.0
Oahu_AES	2020072310	LNG	0.0
Oahu_AES	2020072310	LSFO	0.0
Oahu_AES	2020072310	Pellet-Biomass	0.0
Oahu_AES	2020072312	Biodiesel	0.0
Oahu_AES	2020072312	Coal	3119.427
Oahu_AES	2020072312	Diesel	0.0
Oahu_AES	2020072312	LNG	0.0
Oahu_AES	2020072312	LSFO	0.0
Oahu_AES	2020072312	Pellet-Biomass	0.0
Oahu_AES	2020072314	Biodiesel	0.0
Oahu_AES	2020072314	Coal	3119.427
Oahu_AES	2020072314	Diesel	0.0
Oahu_AES	2020072314	LNG	0.0
Oahu_AES	2020072314	LSFO	0.0
Oahu_AES	2020072314	Pellet-Biomass	0.0
Oahu_AES	2020072316	Biodiesel	0.0
Oahu_AES	2020072316	Coal	3119.427
Oahu_AES	2020072316	Diesel	0.0
Oahu_AES	2020072316	LNG	0.0
Oahu_AES	2020072316	LSFO	0.0
Oahu_AES	2020072316	Pellet-Biomass	0.0
Oahu_AES	2020072318	Biodiesel	0.0
Oahu_AES	2020072318	Coal	3119.427
Oahu_AES	2020072318	Diesel	0.0
Oahu_AES	2020072318	LNG	0.0
Oahu_AES	2020072318	LSFO	0.0
Oahu_AES	2020072318	Pellet-Biomass	0.0
Oahu_AES	2020072320	Biodiesel	0.0
Oahu_AES	2020072320	Coal	3119.427
Oahu_AES	2020072320	Diesel	0.0
Oahu_AES	2020072320	LNG	0.0
Oahu_AES	2020072320	LSFO	0.0
Oahu_AES	2020072320	Pellet-Biomass	0.0
Oahu_AES	2020072322	Biodiesel	0.0
Oahu_AES	2020072322	Coal	3119.427
Oahu_AES	2020072322	Diesel	0.0
Oahu_AES	2020072322	LNG	0.0
Oahu_AES	2020072322	LSFO	0.0
Oahu_AES	2020072322	Pellet-Biomass	0.0
Oahu_AES	2020082300	Biodiesel	0.0
Oahu_AES	2020082300	Coal	3119.427
Oahu_AES	2020082300	Diesel	0.0
Oahu_AES	2020082300	LNG	0.0
Oahu_AES	2020082300	LSFO	0.0
Oahu_AES	2020082300	Pellet-Biomass	0.0
Oahu_AES	2020082302	Biodiesel	0.0
Oahu_AES	2020082302	Coal	3119.427
Oahu_AES	2020082302	Diesel	0.0
Oahu_AES	2020082302	LNG	0.0
Oahu_AES	2020082302	LSFO	0.0
Oahu_AES	2020082302	Pellet-Biomass	0.0
Oahu_AES	2020082304	Biodiesel	0.0
Oahu_AES	2020082304	Coal	3119.427
Oahu_AES	2020082304	Diesel	0.0
Oahu_AES	2020082304	LNG	0.0
Oahu_AES	2020082304	LSFO	0.0
Oahu_AES	2020082304	Pellet-Biomass	0.0
Oahu_AES	2020082306	Biodiesel	0.0
Oahu_AES	2020082306	Coal	3119.427
Oahu_AES	2020082306	Diesel	0.0
Oahu_AES	2020082306	LNG	0.0
Oahu_AES	2020082306	LSFO	0.0
Oahu_AES	2020082306	Pellet-Biomass	0.0
Oahu_AES	2020082308	Biodiesel	0.0
Oahu_AES	2020082308	Coal	3119.427
Oahu_AES	2020082308	Diesel	0.0
Oahu_AES	2020082308	LNG	0.0
Oahu_AES	2020082308	LSFO	0.0
Oahu_AES	2020082308	Pellet-Biomass	0.0
Oahu_AES	2020082310	Biodiesel	0.0
Oahu_AES	2020082310	Coal	3119.427
Oahu_AES	2020082310	Diesel	0.0
Oahu_AES	2020082310	LNG	0.0
Oahu_AES	2020082310	LSFO	0.0
Oahu_AES	2020082310	Pellet-Biomass	0.0
Oahu_AES	2020082312	Biodiesel	0.0
Oahu_AES	2020082312	Coal	3119.427
Oahu_AES	2020082312	Diesel	0.0
Oahu_AES	2020082312	LNG	0.0
Oahu_AES	2020082312	LSFO	0.0
Oahu_AES	2020082312	Pellet-Biomass	0.0
Oahu_AES	2020082314	Biodiesel	0.0
Oahu_AES	2020082314	Coal	3119.427
Oahu_AES	2020082314	Diesel	0.0
Oahu_AES	2020082314	LNG	0.0
Oahu_AES	2020082314	LSFO	0.0
Oahu_AES	2020082314	Pellet-Biomass	0.0
Oahu_AES	2020082316	Biodiesel	0.0
Oahu_AES	2020082316	Coal	3119.427
Oahu_AES	2020082316	Diesel	0.0
Oahu_AES	2020082316	LNG	0.0
Oahu_AES	2020082316	LSFO	0.0
Oahu_AES	2020082316	Pellet-Biomass	0.0
Oahu_AES	2020082318	Biodiesel	0.0
Oahu_AES	2020082318	Coal	3119.427
Oahu_AES	2020082318	Diesel	0.0
Oahu_AES	2020082318	LNG	0.0
Oahu_AES	2020082318	LSFO	0.0
Oahu_AES	2020082318	Pellet-Biomass	0.0
Oahu_AES	2020082320	Biodiesel	0.0
Oahu_AES	2020082320	Coal	3119.427
Oahu_AES	2020082320	Diesel	0.0
Oahu_AES	2020082320	LNG	0.0
Oahu_AES	2020082320	LSFO	0.0
Oahu_AES	2020082320	Pellet-Biomass	0.0
Oahu_AES	2020082322	Biodiesel	0.0
Oahu_AES	2020082322	Coal	3119.427
Oahu_AES	2020082322	Diesel	0.0
Oahu_AES	2020082322	LNG	0.0
Oahu_AES	2020082322	LSFO	0.0
Oahu_AES	2020082322	Pellet-Biomass	0.0
Oahu_AES	2020092300	Biodiesel	0.0
Oahu_AES	2020092300	Coal	3119.427
Oahu_AES	2020092300	Diesel	0.0
Oahu_AES	2020092300	LNG	0.0
Oahu_AES	2020092300	LSFO	0.0
Oahu_AES	2020092300	Pellet-Biomass	0.0
Oahu_AES	2020092302	Biodiesel	0.0
Oahu_AES	2020092302	Coal	3119.427
Oahu_AES	2020092302	Diesel	0.0
Oahu_AES	2020092302	LNG	0.0
Oahu_AES	2020092302	LSFO	0.0
Oahu_AES	2020092302	Pellet-Biomass	0.0
Oahu_AES	2020092304	Biodiesel	0.0
Oahu_AES	2020092304	Coal	3119.427
Oahu_AES	2020092304	Diesel	0.0
Oahu_AES	2020092304	LNG	0.0
Oahu_AES	2020092304	LSFO	0.0
Oahu_AES	2020092304	Pellet-Biomass	0.0
Oahu_AES	2020092306	Biodiesel	0.0
Oahu_AES	2020092306	Coal	3119.427
Oahu_AES	2020092306	Diesel	0.0
Oahu_AES	2020092306	LNG	0.0
Oahu_AES	2020092306	LSFO	0.0
Oahu_AES	2020092306	Pellet-Biomass	0.0
Oahu_AES	2020092308	Biodiesel	0.0
Oahu_AES	2020092308	Coal	3119.427
Oahu_AES	2020092308	Diesel	0.0
